,r1t1,r1t2,r1t3,r1t4,r2t1,r2t2,r2t3,r2t4
168,0.6428571428571429,0.8571428571428571,0.3333333333333333,0.8461538461538461,0.6,0.75,0.7777777777777778,0.6666666666666666
169,0.7142857142857143,0.7857142857142857,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.625,1.0,0.5
170,0.9285714285714286,0.7142857142857143,0.9166666666666666,0.8461538461538461,0.4,0.875,0.6666666666666666,0.8333333333333334
171,0.8888888888888888,0.7857142857142857,0.5,0.5714285714285714,0.5,1.0,0.6,0.7142857142857143
172,0.6428571428571429,0.7857142857142857,0.6,0.8666666666666667,0.6,0.625,0.875,0.5
173,0.8571428571428571,0.4285714285714285,0.5833333333333334,0.6923076923076923,0.5,0.875,0.6666666666666666,0.8333333333333334
174,0.6428571428571429,0.8571428571428571,0.5833333333333334,1.0,0.9,0.75,0.8888888888888888,0.75
175,0.5555555555555556,0.9285714285714286,0.5,0.8571428571428571,0.9285714285714286,0.2222222222222222,0.8,0.5714285714285714
176,0.8571428571428571,0.5714285714285714,0.9166666666666666,0.6923076923076923,0.5,0.875,0.6666666666666666,0.8333333333333334
177,0.8571428571428571,0.4285714285714285,0.5833333333333334,0.6923076923076923,0.5,0.875,0.6666666666666666,0.8333333333333334
178,0.7142857142857143,0.8571428571428571,0.6666666666666666,0.4,0.8666666666666667,0.875,0.625,0.0
179,0.5,0.8571428571428571,0.4666666666666667,0.8666666666666667,0.6666666666666666,0.75,0.625,0.5
180,0.8571428571428571,0.5384615384615384,0.8125,0.6875,0.7142857142857143,0.75,0.6,0.9
181,0.9285714285714286,1.0,0.625,0.875,0.0,0.3333333333333333,0.7,0.9
182,0.6428571428571429,0.8571428571428571,0.6666666666666666,0.6923076923076923,0.9,0.875,0.8888888888888888,0.6666666666666666
183,0.7857142857142857,0.5384615384615384,0.8125,0.75,0.7142857142857143,0.75,0.6,0.9
184,0.7142857142857143,0.8571428571428571,0.6666666666666666,0.4,0.8666666666666667,0.875,0.5,0.0
185,0.5714285714285714,0.7857142857142857,0.7333333333333333,0.4,0.6,0.25,0.875,0.8333333333333334
186,0.9285714285714286,0.7142857142857143,0.9166666666666666,0.6923076923076923,0.5,0.875,0.6666666666666666,0.8333333333333334
187,0.9285714285714286,1.0,0.625,0.875,0.0,0.3333333333333333,0.7,1.0
188,0.7142857142857143,0.8571428571428571,0.6666666666666666,0.4666666666666667,0.8666666666666667,0.875,0.625,0.0
189,0.9285714285714286,0.7142857142857143,0.9166666666666666,0.6923076923076923,0.5,0.875,0.6666666666666666,0.8333333333333334
190,0.8571428571428571,0.4285714285714285,0.5833333333333334,0.6923076923076923,0.5,0.875,0.6666666666666666,0.8333333333333334
191,0.6428571428571429,0.5384615384615384,0.875,0.75,0.7142857142857143,0.75,0.5,0.9
192,0.5,0.7142857142857143,0.5,0.9230769230769232,0.8,0.75,0.7777777777777778,0.5833333333333334
193,0.5714285714285714,0.7692307692307693,0.9375,0.6875,0.7142857142857143,0.75,0.8,0.8
194,0.8888888888888888,0.8571428571428571,0.75,0.4285714285714285,0.9285714285714286,0.8888888888888888,0.5,0.7142857142857143
195,0.5714285714285714,0.7857142857142857,0.6,0.8666666666666667,0.6666666666666666,0.625,0.875,0.6666666666666666
196,0.7142857142857143,0.7857142857142857,0.4666666666666667,0.8666666666666667,0.2666666666666666,0.625,0.625,0.6666666666666666
197,0.7142857142857143,0.7692307692307693,0.75,0.625,0.7142857142857143,0.75,0.7,0.8
198,0.9285714285714286,0.7142857142857143,0.75,0.9230769230769232,0.4,0.875,0.6666666666666666,0.8333333333333334
199,0.7142857142857143,0.7142857142857143,0.7333333333333333,0.8666666666666667,0.7333333333333333,0.625,0.875,0.6666666666666666
200,0.6428571428571429,0.7857142857142857,0.4666666666666667,1.0,0.5333333333333333,0.625,0.625,0.5
201,0.7142857142857143,0.8571428571428571,0.6666666666666666,0.4,0.8666666666666667,0.875,0.625,0.0
202,0.7272727272727273,0.6153846153846154,0.9090909090909092,0.5714285714285714,0.7333333333333333,0.2727272727272727,0.75,0.9166666666666666
203,0.7142857142857143,0.9230769230769232,0.75,0.75,0.7142857142857143,0.8333333333333334,0.6,0.7
204,0.7777777777777778,0.4285714285714285,0.75,0.5714285714285714,0.7142857142857143,0.7777777777777778,0.4,0.8571428571428571
205,0.7142857142857143,0.9230769230769232,0.9375,0.625,0.7857142857142857,0.8333333333333334,0.6,0.6
206,0.7857142857142857,0.8461538461538461,0.75,0.5,0.8571428571428571,0.8333333333333334,0.8,0.7
207,0.7142857142857143,0.3846153846153846,0.8125,0.625,0.8571428571428571,0.75,0.2,0.4
208,0.8888888888888888,0.7142857142857143,0.75,0.1428571428571428,0.5714285714285714,0.8888888888888888,0.7,0.7142857142857143
209,0.6428571428571429,0.8571428571428571,0.4166666666666667,0.5384615384615384,0.7,0.75,0.8888888888888888,0.5833333333333334
210,0.7857142857142857,0.4615384615384615,0.8125,0.625,0.5714285714285714,0.75,0.4,0.4
211,0.6428571428571429,0.7142857142857143,0.7333333333333333,0.8666666666666667,0.5333333333333333,0.625,0.875,0.5
212,0.8888888888888888,0.7857142857142857,0.75,0.2857142857142857,0.8571428571428571,0.7777777777777778,0.5,0.2857142857142857
213,0.6428571428571429,0.7857142857142857,0.6666666666666666,0.8666666666666667,0.6,0.625,1.0,0.5
214,0.7142857142857143,0.8571428571428571,0.4666666666666667,0.9333333333333332,0.4,0.625,0.625,0.6666666666666666
215,0.5714285714285714,0.7857142857142857,0.6666666666666666,0.8,0.6666666666666666,0.625,1.0,0.5
216,0.9285714285714286,0.7142857142857143,0.9166666666666666,0.9230769230769232,0.5,0.875,0.6666666666666666,0.8333333333333334
217,0.8888888888888888,0.7142857142857143,0.75,0.4285714285714285,0.3571428571428571,0.8888888888888888,0.7,0.7142857142857143
218,0.8571428571428571,0.5,0.5833333333333334,0.8461538461538461,0.5,0.875,0.6666666666666666,0.8333333333333334
219,0.7857142857142857,0.7857142857142857,0.2,0.8666666666666667,0.4666666666666667,0.625,0.625,0.6666666666666666
220,0.7272727272727273,0.1538461538461538,0.6363636363636364,0.4285714285714285,0.8666666666666667,0.3636363636363636,0.75,0.75
221,0.7142857142857143,0.7857142857142857,0.4666666666666667,0.9333333333333332,0.6666666666666666,0.625,0.75,0.5
222,0.7777777777777778,0.7142857142857143,0.75,0.5714285714285714,0.8571428571428571,0.7777777777777778,0.4,0.8571428571428571
223,0.5714285714285714,0.7142857142857143,0.9166666666666666,0.8461538461538461,0.8,0.75,0.6666666666666666,0.5833333333333334
224,0.7142857142857143,0.8571428571428571,0.6666666666666666,0.4666666666666667,0.8666666666666667,0.875,0.625,0.0
225,0.8571428571428571,0.3571428571428571,0.5,0.7692307692307693,0.5,0.875,0.6666666666666666,0.8333333333333334
226,0.7857142857142857,0.4615384615384615,0.8125,0.6875,0.7857142857142857,0.8333333333333334,0.8,0.8
227,0.6428571428571429,0.7857142857142857,0.5333333333333333,0.9333333333333332,0.8,0.625,0.875,0.6666666666666666
228,0.8571428571428571,0.4285714285714285,0.5833333333333334,0.6923076923076923,0.5,0.875,0.6666666666666666,0.8333333333333334
229,0.8888888888888888,0.5,0.75,0.5714285714285714,0.5714285714285714,0.7777777777777778,0.8,0.8571428571428571
230,0.9285714285714286,1.0,0.625,0.875,0.0,0.3333333333333333,0.7,0.9
231,0.7142857142857143,0.8571428571428571,0.6666666666666666,0.4,0.9333333333333332,0.875,0.5,0.0
232,0.6428571428571429,0.8571428571428571,0.25,0.8461538461538461,0.6,0.75,0.8888888888888888,0.5833333333333334
233,0.6428571428571429,0.7142857142857143,0.7333333333333333,0.8666666666666667,0.6,0.625,0.875,0.6666666666666666
234,0.6428571428571429,1.0,0.5333333333333333,0.8666666666666667,0.4666666666666667,0.625,0.625,0.6666666666666666
235,1.0,0.8571428571428571,0.5,0.4285714285714285,0.6428571428571429,0.8888888888888888,0.7,0.8571428571428571
236,0.8571428571428571,0.4285714285714285,0.9166666666666666,0.8461538461538461,0.5,0.875,0.6666666666666666,0.8333333333333334
237,0.7857142857142857,0.7857142857142857,0.4,0.8666666666666667,0.6,0.75,0.625,0.5
238,0.8571428571428571,0.5714285714285714,0.9166666666666666,0.6923076923076923,0.5,0.875,0.6666666666666666,0.8333333333333334
