,N_People
11390,0
11391,8
11392,6
11393,0
11394,0
11395,2
11396,7
11397,0
11398,7
11399,5
11400,8
11401,0
11402,6
11403,2
11404,7
11405,8
11406,7
11407,1
11408,7
11409,5
11410,11
11411,0
11412,5
11413,0
11414,8
11415,8
11416,9
11417,6
11418,11
11419,11
11420,11
11421,10
11422,8
11423,2
11424,0
11425,0
11426,7
11427,11
11428,0
11429,4
11430,11
11431,11
11432,7
11433,7
11434,5
11435,8
11436,9
11437,8
11438,0
11439,0
11440,0
11441,10
11442,7
11443,6
11444,2
11445,3
11446,0
11447,2
11448,0
11449,7
11450,7
11451,7
11452,4
11453,11
11454,8
11455,10
11456,0
11457,8
11458,6
11459,4
11460,11
11461,6
11462,0
11463,0
11464,8
11465,9
11466,5
11467,8
11468,11
11469,8
11470,0
11471,1
11472,7
11473,0
11474,9
11475,11
11476,11
11477,9
11478,11
11479,1
11480,8
11481,8
11482,11
11483,7
11484,4
11485,0
11486,6
11487,2
11488,0
11489,11
11490,8
11491,2
11492,7
11493,5
11494,9
11495,7
11496,7
11497,7
11498,8
11499,0
11500,9
11501,8
11502,0
11503,8
11504,8
11505,2
11506,4
11507,6
11508,2
11509,6
11510,9
11511,2
11512,0
11513,2
11514,7
11515,8
11516,4
11517,8
11518,10
11519,4
11520,2
11521,11
11522,9
11523,11
11524,11
11525,0
11526,6
11527,8
11528,8
11529,6
11530,7
11531,7
11532,8
11533,9
11534,6
11535,2
11536,8
11537,7
11538,8
11539,2
11540,7
11541,4
11542,0
11543,7
11544,1
11545,0
11546,2
11547,0
11548,5
11549,5
11550,11
11551,8
11552,2
11553,0
11554,5
11555,7
11556,8
11557,10
11558,8
11559,0
11560,8
11561,2
11562,7
11563,7
11564,7
11565,9
11566,7
11567,1
11568,1
11569,6
11570,11
11571,10
11572,11
11573,7
11574,2
11575,11
11576,5
11577,1
11578,3
11579,5
11580,0
11581,6
11582,7
11583,11
11584,2
11585,8
11586,6
11587,11
11588,7
11589,8
11590,6
11591,0
11592,10
11593,6
11594,8
11595,0
11596,7
11597,11
11598,7
11599,0
11600,5
11601,6
11602,8
11603,0
11604,6
11605,9
11606,6
11607,10
11608,7
11609,1
11610,2
11611,2
11612,1
11613,5
11614,7
11615,7
11616,8
11617,8
11618,5
11619,4
11620,11
11621,0
11622,10
11623,4
11624,2
11625,6
11626,11
11627,6
11628,0
11629,6
11630,2
11631,7
11632,1
11633,7
11634,0
11635,6
11636,11
11637,7
11638,3
11639,5
11640,8
11641,1
11642,6
11643,11
11644,8
11645,11
11646,7
11647,7
11648,8
11649,5
11650,7
11651,4
11652,11
11653,0
11654,0
11655,9
11656,0
11657,0
11658,5
11659,8
11660,5
11661,5
11662,0
11663,0
11664,8
11665,11
11666,0
11667,8
11668,9
11669,8
11670,6
11671,11
11672,0
11673,9
11674,5
11675,8
11676,9
11677,0
11678,8
11679,8
11680,0
11681,11
11682,8
11683,7
11684,1
11685,10
11686,8
11687,7
11688,1
11689,10
11690,7
11691,8
11692,8
11693,0
11694,6
11695,1
11696,5
11697,2
11698,4
11699,8
11700,2
11701,3
11702,8
11703,5
11704,0
11705,1
11706,9
11707,11
11708,8
11709,11
11710,8
11711,8
11712,6
11713,11
11714,5
11715,7
11716,1
11717,7
11718,0
11719,7
11720,8
11721,7
11722,3
11723,9
11724,8
11725,4
11726,11
11727,6
11728,0
11729,7
11730,6
11731,8
11732,11
11733,9
11734,11
11735,6
11736,7
11737,5
11738,11
11739,9
11740,10
11741,10
11742,6
11743,8
11744,6
11745,0
11746,7
11747,8
11748,0
11749,9
11750,7
11751,11
11752,0
11753,7
11754,8
11755,2
11756,10
11757,8
11758,5
11759,11
11760,7
11761,7
11762,8
11763,8
11764,0
11765,1
11766,9
11767,8
11768,2
11769,8
11770,7
11771,8
11772,11
11773,0
11774,6
11775,8
11776,7
11777,6
11778,0
11779,0
11780,8
11781,2
11782,6
11783,4
11784,8
11785,11
11786,8
11787,6
11788,0
11789,5
11790,7
11791,7
11792,6
11793,8
11794,5
11795,8
11796,9
11797,6
11798,2
11799,5
11800,4
11801,2
11802,11
11803,7
11804,7
11805,3
11806,7
11807,0
11808,11
11809,0
11810,8
11811,11
11812,2
11813,8
11814,8
11815,8
11816,8
11817,8
11818,11
11819,7
11820,6
11821,8
11822,8
11823,7
11824,2
11825,0
11826,2
11827,11
11828,7
11829,0
11830,2
11831,6
11832,0
11833,8
11834,8
11835,8
11836,11
11837,7
11838,1
11839,10
11840,0
11841,0
11842,11
11843,0
11844,11
11845,10
11846,6
11847,8
11848,0
11849,6
11850,1
11851,11
11852,2
11853,8
11854,9
11855,8
11856,0
11857,0
11858,6
11859,0
11860,9
11861,9
11862,0
11863,4
11864,5
11865,0
11866,2
11867,1
11868,8
11869,4
11870,2
11871,11
11872,1
11873,0
11874,2
11875,6
11876,0
11877,5
11878,0
11879,9
11880,9
11881,11
11882,0
11883,1
11884,5
11885,7
11886,0
11887,7
11888,11
11889,11
11890,7
11891,7
11892,0
11893,11
11894,7
11895,2
11896,0
11897,11
11898,11
11899,11
11900,4
11901,8
11902,7
11903,8
11904,2
11905,8
11906,6
11907,3
11908,7
11909,11
11910,0
11911,7
11912,8
11913,5
11914,7
11915,6
11916,9
11917,8
11918,3
11919,4
11920,6
11921,5
11922,7
11923,8
11924,8
11925,5
11926,8
11927,11
11928,4
11929,8
11930,6
11931,11
11932,6
11933,0
11934,11
11935,6
11936,8
11937,0
11938,2
11939,11
11940,0
11941,0
11942,7
11943,1
11944,11
11945,7
11946,7
11947,11
11948,8
11949,2
11950,0
11951,9
11952,8
11953,3
11954,2
11955,0
11956,7
11957,11
11958,6
11959,9
11960,0
11961,5
11962,5
11963,11
11964,5
11965,11
11966,7
11967,0
11968,8
11969,6
11970,5
11971,0
11972,3
11973,0
11974,8
11975,6
11976,8
11977,2
11978,0
11979,11
11980,11
11981,5
11982,4
11983,8
11984,5
11985,7
11986,8
11987,7
11988,6
11989,8
11990,4
11991,0
11992,0
11993,3
11994,9
11995,8
11996,8
11997,8
11998,6
11999,6
12000,4
12001,2
12002,8
12003,7
12004,11
12005,6
12006,2
12007,9
12008,11
12009,7
12010,7
12011,8
12012,8
12013,6
12014,6
12015,7
12016,6
12017,3
12018,5
12019,0
12020,8
12021,0
12022,11
12023,6
12024,11
12025,9
12026,3
12027,8
12028,0
12029,8
12030,7
12031,11
12032,7
12033,7
12034,8
12035,8
12036,0
12037,7
12038,4
12039,5
12040,0
12041,7
12042,7
12043,8
12044,6
12045,0
12046,8
12047,1
12048,7
12049,8
12050,6
12051,2
12052,0
12053,5
12054,6
12055,0
12056,2
12057,0
12058,8
12059,0
12060,8
12061,4
12062,0
12063,7
12064,5
12065,8
12066,10
12067,5
12068,8
12069,8
12070,2
12071,8
12072,11
12073,6
12074,6
12075,4
12076,6
12077,4
12078,6
12079,6
12080,0
12081,10
12082,11
12083,9
12084,3
12085,8
12086,0
12087,7
12088,0
12089,4
12090,0
12091,6
12092,7
12093,6
12094,5
12095,4
12096,7
12097,0
12098,11
12099,0
12100,11
12101,7
12102,1
12103,3
12104,6
12105,7
12106,8
12107,8
12108,5
12109,1
12110,11
12111,11
12112,2
12113,11
12114,9
12115,0
12116,5
12117,1
12118,7
12119,7
12120,7
12121,9
12122,5
12123,5
12124,1
12125,8
12126,8
12127,2
12128,7
12129,7
12130,7
12131,8
12132,11
12133,11
12134,0
12135,7
12136,7
12137,7
12138,0
12139,8
12140,9
12141,8
12142,5
12143,8
12144,7
12145,7
12146,11
12147,6
12148,3
12149,0
12150,0
12151,6
12152,6
12153,0
12154,2
12155,7
12156,8
12157,6
12158,8
12159,7
12160,8
12161,7
12162,0
12163,0
12164,0
12165,3
12166,7
12167,6
12168,11
12169,7
12170,11
12171,5
12172,7
12173,6
12174,2
12175,6
12176,8
12177,0
12178,8
12179,2
12180,0
12181,8
12182,7
12183,7
12184,1
12185,4
12186,8
12187,6
12188,2
12189,10
12190,8
12191,0
12192,8
12193,6
12194,0
12195,10
12196,8
12197,6
12198,4
12199,8
12200,1
12201,9
12202,5
12203,11
12204,11
12205,2
12206,2
12207,4
12208,8
12209,0
12210,0
12211,7
12212,2
12213,9
12214,1
12215,7
12216,0
12217,0
12218,7
12219,2
12220,0
12221,7
12222,11
12223,0
12224,5
12225,8
12226,11
12227,4
12228,3
12229,5
12230,7
12231,7
12232,7
12233,2
12234,8
12235,9
12236,0
12237,7
12238,9
12239,7
12240,3
12241,7
12242,4
12243,11
12244,3
12245,7
12246,6
12247,9
12248,3
12249,0
12250,7
12251,0
12252,0
12253,11
12254,8
12255,0
12256,7
12257,2
12258,8
12259,0
12260,8
12261,1
12262,5
12263,8
12264,6
12265,2
12266,5
12267,8
12268,5
12269,8
12270,7
12271,11
12272,5
12273,2
12274,0
12275,7
12276,4
12277,8
12278,6
12279,8
12280,11
12281,2
12282,8
12283,9
12284,0
12285,7
12286,1
12287,11
12288,7
12289,1
12290,5
12291,0
12292,8
12293,5
12294,8
12295,8
12296,6
12297,8
12298,11
12299,11
12300,4
12301,7
12302,7
12303,0
12304,8
12305,8
12306,7
12307,0
12308,5
12309,8
12310,6
12311,9
12312,9
12313,6
12314,8
12315,6
12316,7
12317,7
12318,5
12319,2
12320,7
12321,6
12322,8
12323,10
12324,2
12325,6
12326,7
12327,0
12328,6
12329,9
12330,7
12331,7
12332,8
12333,8
12334,6
12335,11
12336,4
12337,0
12338,5
12339,0
12340,7
12341,5
12342,6
12343,8
12344,7
12345,0
12346,2
12347,7
12348,3
12349,0
12350,7
12351,1
12352,11
12353,2
12354,5
12355,8
12356,1
12357,0
12358,11
12359,5
12360,7
12361,8
12362,11
12363,0
12364,5
12365,5
12366,11
12367,5
12368,8
12369,8
12370,10
12371,2
12372,7
12373,0
12374,7
12375,3
12376,0
12377,7
12378,2
12379,5
12380,0
12381,7
12382,8
12383,0
12384,9
12385,9
12386,9
12387,8
12388,6
12389,0
12390,8
12391,7
12392,8
12393,6
12394,8
12395,7
12396,0
12397,7
12398,7
12399,8
12400,9
12401,0
12402,0
12403,0
12404,0
12405,2
12406,6
12407,6
12408,11
12409,7
12410,7
12411,8
12412,7
12413,9
12414,0
12415,1
12416,5
12417,7
12418,7
12419,2
12420,7
12421,10
12422,7
12423,7
12424,11
12425,11
12426,0
12427,11
12428,0
12429,8
12430,7
12431,4
12432,11
12433,8
12434,2
12435,10
12436,0
12437,11
12438,8
12439,11
12440,11
12441,11
12442,9
12443,0
12444,5
12445,7
12446,6
12447,5
12448,0
12449,6
12450,8
12451,4
12452,9
12453,2
12454,8
12455,8
12456,0
12457,6
12458,6
12459,7
12460,4
12461,8
12462,11
12463,7
12464,5
12465,5
12466,7
12467,8
12468,2
12469,11
12470,5
12471,6
12472,5
12473,0
12474,5
12475,9
12476,11
12477,6
12478,8
12479,11
12480,11
12481,6
12482,7
12483,10
12484,2
12485,11
12486,1
12487,7
12488,9
12489,7
12490,11
12491,8
12492,0
12493,7
12494,7
12495,7
12496,6
12497,3
12498,7
12499,7
12500,6
12501,2
12502,8
12503,3
12504,11
12505,7
12506,5
12507,8
12508,2
12509,0
12510,11
12511,11
12512,8
12513,9
12514,8
12515,10
12516,9
12517,8
12518,7
12519,7
12520,2
12521,9
12522,3
12523,0
12524,8
12525,6
12526,11
12527,8
12528,8
12529,1
12530,8
12531,6
12532,11
12533,7
12534,3
12535,9
12536,11
12537,7
12538,2
12539,8
12540,2
12541,2
12542,8
12543,5
12544,11
12545,11
12546,0
12547,8
12548,3
12549,11
12550,10
12551,8
12552,10
12553,11
12554,9
12555,5
12556,5
12557,11
12558,7
12559,11
12560,2
12561,6
12562,8
12563,2
12564,8
12565,5
12566,8
12567,2
12568,8
12569,6
12570,2
12571,0
12572,7
12573,9
12574,5
12575,8
12576,1
12577,2
12578,11
12579,8
12580,9
12581,0
12582,8
12583,3
12584,8
12585,4
12586,1
12587,8
12588,5
12589,10
12590,2
12591,2
12592,7
12593,0
12594,5
12595,8
12596,3
12597,8
12598,7
12599,3
12600,8
12601,0
12602,11
12603,9
12604,7
12605,1
12606,5
12607,11
12608,2
12609,7
12610,7
12611,2
12612,6
12613,5
12614,9
12615,0
12616,0
12617,5
12618,5
12619,7
12620,7
12621,11
12622,3
12623,8
12624,2
12625,0
12626,6
12627,11
12628,6
12629,7
12630,8
12631,0
12632,7
12633,11
12634,8
12635,8
12636,5
12637,11
12638,1
12639,7
12640,7
12641,5
12642,8
12643,9
12644,2
12645,0
12646,1
12647,5
12648,8
12649,7
12650,9
12651,5
12652,7
12653,7
12654,7
12655,0
12656,0
12657,3
12658,11
12659,7
12660,3
12661,6
12662,11
12663,8
12664,6
12665,1
12666,0
12667,0
12668,8
12669,0
12670,8
12671,8
12672,9
12673,8
12674,7
12675,11
12676,11
12677,11
12678,8
12679,0
12680,7
12681,0
12682,4
12683,7
12684,11
12685,6
12686,7
12687,8
12688,11
12689,11
12690,0
12691,1
12692,10
12693,8
12694,5
12695,1
12696,5
12697,7
12698,11
12699,7
12700,7
12701,0
12702,8
12703,0
12704,1
12705,8
12706,8
12707,11
12708,5
12709,8
12710,10
12711,7
12712,0
12713,11
12714,8
12715,11
12716,7
12717,6
12718,11
12719,11
12720,8
12721,0
12722,0
12723,7
12724,2
12725,0
12726,5
12727,0
12728,0
12729,1
12730,9
12731,7
12732,5
12733,0
12734,5
12735,11
12736,8
12737,8
12738,2
12739,1
12740,8
12741,6
12742,4
12743,8
12744,7
12745,11
12746,6
12747,2
12748,11
12749,8
12750,0
12751,0
12752,0
12753,1
12754,6
12755,8
12756,11
12757,8
12758,0
12759,8
12760,9
12761,4
12762,2
12763,2
12764,8
12765,7
12766,11
12767,5
12768,1
12769,7
12770,3
12771,7
12772,0
12773,6
12774,0
12775,11
12776,0
12777,11
12778,6
12779,2
12780,7
12781,8
12782,3
12783,2
12784,0
12785,2
12786,6
12787,11
12788,9
12789,0
12790,9
12791,10
12792,11
12793,11
12794,7
12795,11
12796,4
12797,7
12798,5
12799,2
12800,8
12801,6
12802,4
12803,10
12804,7
12805,0
12806,7
12807,3
12808,1
12809,3
12810,5
12811,9
12812,8
12813,0
12814,6
12815,11
12816,0
12817,7
12818,2
12819,0
12820,8
12821,6
12822,0
12823,2
12824,2
12825,7
12826,7
12827,0
12828,7
12829,5
12830,8
12831,8
12832,11
12833,0
12834,11
12835,6
12836,5
12837,7
12838,11
12839,1
12840,8
12841,1
12842,6
12843,5
12844,2
12845,6
12846,7
12847,8
12848,7
12849,0
12850,6
12851,3
12852,9
12853,7
12854,8
12855,7
12856,8
12857,11
12858,11
12859,6
12860,7
12861,3
12862,10
12863,7
12864,11
12865,5
12866,8
12867,5
12868,7
12869,5
12870,8
12871,1
12872,0
12873,8
12874,7
12875,8
12876,8
12877,1
12878,8
12879,11
12880,7
12881,11
12882,1
12883,11
12884,11
12885,0
12886,10
12887,0
12888,10
12889,6
12890,7
12891,7
12892,8
12893,11
12894,8
12895,6
12896,2
12897,0
12898,6
12899,11
12900,6
12901,7
12902,6
12903,7
12904,6
12905,5
12906,5
12907,5
12908,5
12909,7
12910,0
12911,2
12912,8
12913,6
12914,2
12915,8
12916,0
12917,8
12918,0
12919,8
12920,11
12921,8
12922,8
12923,7
12924,8
12925,0
12926,6
12927,0
12928,11
12929,0
12930,5
12931,11
12932,8
12933,11
12934,5
12935,6
12936,8
12937,11
12938,6
12939,8
12940,3
12941,8
12942,6
12943,11
12944,7
12945,11
12946,0
12947,6
12948,6
12949,3
12950,2
12951,6
12952,1
12953,0
12954,9
12955,1
12956,5
12957,11
12958,8
12959,6
12960,7
12961,9
12962,2
12963,11
12964,1
12965,0
12966,7
12967,2
12968,0
12969,8
12970,8
12971,9
12972,5
12973,8
12974,7
12975,5
12976,0
12977,8
12978,4
12979,9
12980,6
12981,7
12982,2
12983,6
12984,3
12985,0
12986,8
12987,0
12988,0
12989,11
12990,6
12991,6
12992,8
12993,0
12994,7
12995,7
12996,7
12997,7
12998,7
12999,6
13000,7
13001,11
13002,8
13003,3
13004,11
13005,11
13006,11
13007,11
13008,0
13009,11
13010,0
13011,0
13012,5
13013,3
13014,8
13015,6
13016,2
13017,7
13018,7
13019,2
13020,6
13021,6
13022,8
13023,7
13024,7
13025,11
13026,7
13027,7
13028,2
13029,8
13030,6
13031,3
13032,8
13033,7
13034,5
13035,3
13036,0
13037,0
13038,0
13039,2
13040,11
13041,8
13042,0
13043,8
13044,5
13045,5
13046,0
13047,7
13048,11
13049,8
13050,6
13051,11
13052,5
13053,0
13054,11
13055,5
13056,5
13057,6
13058,11
13059,9
13060,2
13061,5
13062,5
13063,7
13064,8
13065,7
13066,0
13067,10
13068,6
13069,9
13070,2
13071,6
13072,8
13073,11
13074,3
13075,2
13076,7
13077,0
13078,2
13079,6
13080,11
13081,4
13082,8
13083,11
13084,7
13085,6
13086,8
13087,3
13088,9
13089,7
13090,7
13091,11
13092,11
13093,1
13094,7
13095,11
13096,8
13097,8
13098,5
13099,0
13100,9
13101,5
13102,0
13103,5
13104,7
13105,8
13106,6
13107,9
13108,6
13109,11
13110,7
13111,11
13112,2
13113,6
13114,11
13115,4
13116,10
13117,11
13118,0
13119,7
13120,7
13121,2
13122,2
13123,0
13124,11
13125,6
13126,5
13127,5
13128,8
13129,6
13130,11
13131,11
13132,0
13133,6
13134,6
13135,7
13136,0
13137,7
13138,7
13139,0
13140,4
13141,2
13142,9
13143,4
13144,0
13145,8
13146,6
13147,1
13148,0
13149,6
13150,6
13151,5
13152,7
13153,0
13154,7
13155,5
13156,0
13157,11
13158,8
13159,10
13160,7
13161,0
13162,0
13163,5
13164,9
13165,4
13166,11
13167,0
13168,11
13169,7
13170,8
13171,11
13172,0
13173,8
13174,8
13175,7
13176,0
13177,8
13178,11
13179,11
13180,1
13181,7
13182,7
13183,7
13184,8
13185,8
13186,5
13187,8
13188,8
13189,0
13190,5
13191,8
13192,2
13193,8
13194,6
13195,11
13196,7
13197,8
13198,9
13199,9
13200,10
13201,2
13202,9
13203,0
13204,8
13205,7
13206,1
13207,4
13208,6
13209,2
13210,11
13211,6
13212,9
13213,4
13214,7
13215,7
13216,7
13217,11
13218,8
13219,5
13220,9
13221,2
13222,4
13223,1
13224,11
13225,8
13226,11
13227,8
13228,7
13229,8
13230,7
13231,0
13232,7
13233,9
13234,5
13235,8
13236,0
13237,0
13238,1
13239,7
13240,7
13241,5
13242,8
13243,6
13244,2
13245,8
13246,7
13247,8
13248,8
13249,2
13250,8
13251,7
13252,0
13253,9
13254,5
13255,11
13256,7
13257,0
13258,0
13259,8
13260,6
13261,2
13262,7
13263,7
13264,9
13265,1
13266,6
13267,8
13268,8
13269,8
13270,7
13271,11
13272,0
13273,0
13274,7
13275,8
13276,2
13277,10
13278,8
13279,9
13280,9
13281,6
13282,7
13283,2
13284,2
13285,7
13286,4
13287,8
13288,9
13289,1
13290,8
13291,5
13292,8
13293,9
13294,5
13295,3
13296,7
13297,6
13298,1
13299,2
13300,5
13301,11
13302,5
13303,0
13304,0
13305,7
13306,7
13307,6
13308,7
13309,2
13310,8
13311,2
13312,8
13313,7
13314,7
13315,5
13316,8
13317,6
13318,7
13319,9
13320,0
13321,5
13322,8
13323,8
13324,6
13325,2
13326,6
13327,6
13328,0
13329,8
13330,1
13331,7
13332,0
13333,0
13334,7
13335,7
13336,6
13337,8
13338,6
13339,7
13340,8
13341,11
13342,7
13343,2
13344,0
13345,6
13346,0
13347,0
13348,2
13349,1
13350,6
13351,2
13352,2
13353,8
13354,0
13355,8
13356,0
13357,5
13358,0
13359,6
13360,6
13361,6
13362,3
13363,7
13364,11
13365,6
13366,5
13367,8
13368,6
13369,4
13370,5
13371,8
13372,2
13373,6
13374,0
13375,7
13376,2
13377,0
13378,10
13379,10
13380,0
13381,8
13382,2
13383,8
13384,8
13385,7
13386,8
13387,5
13388,8
13389,9
13390,0
13391,11
13392,11
13393,7
13394,8
13395,1
13396,6
13397,8
13398,7
13399,7
13400,11
13401,2
13402,0
13403,6
13404,7
13405,8
13406,0
13407,6
13408,6
13409,6
13410,11
13411,0
13412,5
13413,9
13414,0
13415,11
13416,6
13417,6
13418,11
13419,8
13420,8
13421,0
13422,5
13423,0
13424,7
13425,1
13426,7
13427,3
13428,7
13429,8
13430,7
13431,9
13432,6
13433,6
13434,11
13435,7
13436,3
13437,11
13438,8
13439,8
13440,6
13441,2
13442,11
13443,11
13444,11
13445,10
13446,0
13447,1
13448,8
13449,1
13450,0
13451,6
13452,5
13453,6
13454,6
13455,7
13456,6
13457,7
13458,7
13459,11
13460,5
13461,11
13462,6
13463,0
13464,0
13465,8
13466,0
13467,8
13468,7
13469,7
13470,2
13471,9
13472,11
13473,7
13474,7
13475,8
13476,11
13477,2
13478,2
13479,7
13480,6
13481,7
13482,6
13483,2
13484,7
13485,0
13486,6
13487,6
13488,11
13489,11
13490,0
13491,6
13492,6
13493,0
13494,7
13495,3
13496,11
13497,6
13498,5
13499,3
13500,8
13501,9
13502,0
13503,8
13504,11
13505,8
13506,8
13507,9
13508,0
13509,9
13510,7
13511,9
13512,0
13513,0
13514,4
13515,7
13516,5
13517,7
13518,8
13519,11
13520,7
13521,7
13522,8
13523,2
13524,8
13525,0
13526,5
13527,6
13528,7
13529,11
13530,0
13531,0
13532,10
13533,6
13534,7
13535,2
13536,5
13537,0
13538,10
13539,6
13540,0
13541,2
13542,8
13543,11
13544,7
13545,5
13546,7
13547,4
13548,2
13549,5
13550,8
13551,7
13552,0
13553,7
13554,11
13555,6
13556,5
13557,11
13558,7
13559,7
13560,8
13561,11
13562,8
13563,6
13564,6
13565,8
13566,0
13567,0
13568,0
13569,11
13570,7
13571,8
13572,0
13573,9
13574,6
13575,6
13576,11
13577,2
13578,6
13579,8
13580,8
13581,6
13582,0
13583,8
13584,8
13585,5
13586,11
13587,0
13588,2
13589,8
13590,1
13591,9
13592,5
13593,6
13594,7
13595,8
13596,8
13597,7
13598,0
13599,8
13600,8
13601,11
13602,8
13603,0
13604,11
13605,11
13606,6
13607,0
13608,9
13609,7
13610,9
13611,2
13612,0
13613,3
13614,3
13615,2
13616,6
13617,7
13618,0
13619,8
13620,8
13621,2
13622,5
13623,11
13624,8
13625,8
13626,5
13627,0
13628,2
13629,11
13630,2
13631,6
13632,0
13633,2
13634,8
13635,11
13636,6
13637,6
13638,8
13639,4
13640,6
13641,0
13642,7
13643,7
13644,11
13645,6
13646,7
13647,0
13648,4
13649,6
13650,6
13651,8
13652,7
13653,8
13654,8
13655,7
13656,0
13657,0
13658,11
13659,7
13660,11
13661,4
13662,8
13663,5
13664,8
13665,6
13666,5
13667,0
13668,7
13669,5
13670,11
13671,7
13672,11
13673,11
13674,3
13675,6
13676,5
13677,2
13678,4
13679,10
13680,11
13681,4
13682,7
13683,10
13684,5
13685,11
13686,0
13687,4
13688,5
13689,2
13690,4
13691,0
13692,0
13693,6
13694,6
13695,7
13696,1
13697,0
13698,7
13699,0
13700,8
13701,8
13702,8
13703,6
13704,4
13705,0
13706,5
13707,0
13708,9
13709,8
13710,7
13711,2
13712,7
13713,0
13714,0
13715,6
13716,6
13717,6
13718,11
13719,8
13720,5
13721,7
13722,9
13723,2
13724,0
13725,7
13726,9
13727,5
13728,9
13729,11
13730,8
13731,7
13732,11
13733,8
13734,1
13735,7
13736,8
13737,8
13738,7
13739,8
13740,6
13741,11
13742,2
13743,0
13744,8
13745,2
13746,8
13747,0
13748,7
13749,11
13750,6
13751,7
13752,8
13753,0
13754,9
13755,8
13756,0
13757,9
13758,7
13759,0
13760,0
13761,11
13762,6
13763,6
13764,11
13765,7
13766,3
13767,0
13768,6
13769,11
13770,0
13771,6
13772,0
13773,11
13774,7
13775,9
13776,0
13777,2
13778,8
13779,7
13780,0
13781,2
13782,7
13783,11
13784,10
13785,0
13786,0
13787,11
13788,6
13789,7
13790,6
13791,10
13792,6
13793,7
13794,8
13795,9
13796,8
13797,6
13798,11
13799,9
13800,0
13801,6
13802,3
13803,11
13804,7
13805,8
13806,7
13807,8
13808,6
13809,5
13810,7
13811,0
13812,11
13813,11
13814,9
13815,5
13816,7
13817,0
13818,0
13819,7
13820,11
13821,7
13822,8
13823,2
13824,8
13825,1
13826,8
13827,5
13828,9
13829,11
13830,6
13831,8
13832,1
13833,4
13834,4
13835,0
13836,7
13837,11
13838,11
13839,5
13840,0
13841,0
13842,8
13843,7
13844,0
13845,2
13846,8
13847,8
13848,10
13849,7
13850,7
13851,10
13852,2
13853,8
13854,0
13855,0
13856,7
13857,1
13858,6
13859,9
13860,7
13861,11
13862,2
13863,6
13864,0
13865,7
13866,5
13867,6
13868,7
13869,9
13870,10
13871,7
13872,7
13873,2
13874,11
13875,11
13876,11
13877,0
13878,7
13879,8
13880,3
13881,7
13882,8
13883,0
13884,5
13885,7
13886,0
13887,2
13888,0
13889,11
13890,0
13891,7
13892,11
13893,6
13894,10
13895,7
13896,7
13897,7
13898,1
13899,0
13900,8
13901,4
13902,7
13903,11
13904,5
13905,11
13906,5
13907,0
13908,0
13909,7
13910,2
13911,8
13912,11
13913,6
13914,2
13915,0
13916,2
13917,4
13918,0
13919,4
13920,0
13921,2
13922,5
13923,5
13924,6
13925,7
13926,11
13927,11
13928,5
13929,10
13930,11
13931,3
13932,0
13933,5
13934,2
13935,5
13936,6
13937,7
13938,11
13939,11
13940,11
13941,0
13942,8
13943,6
13944,0
13945,6
13946,8
13947,8
13948,6
13949,7
13950,7
13951,11
13952,8
